"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2019年6月14日","2,785.61","2,798.40","2,816.18","2,781.72","2.61B","-0.32%"
"2019年6月13日","2,794.54","2,798.02","2,804.76","2,771.86","2.35B","-0.08%"
"2019年6月12日","2,796.73","2,802.53","2,805.01","2,790.18","2.64B","-0.57%"
"2019年6月11日","2,812.90","2,750.54","2,816.99","2,750.54","4.09B","2.53%"
"2019年6月10日","2,743.37","2,717.91","2,752.88","2,712.16","2.71B","1.35%"
"2019年6月6日","2,706.76","2,727.70","2,727.70","2,701.92","2.14B","-0.47%"
"2019年6月5日","2,719.59","2,741.94","2,747.23","2,717.93","2.58B","-0.06%"
"2019年6月4日","2,721.31","2,744.70","2,746.51","2,713.80","2.23B","-0.79%"
"2019年6月3日","2,743.06","2,737.81","2,762.08","2,723.93","2.71B","0.52%"
"2019年5月31日","2,728.95","2,740.30","2,762.39","2,728.95","2.22B","-0.51%"
"2019年5月30日","2,742.96","2,748.43","2,752.69","2,721.88","2.44B","-0.47%"
"2019年5月29日","2,755.81","2,728.44","2,780.31","2,724.85","2.49B","0.26%"
"2019年5月28日","2,748.80","2,719.06","2,759.78","2,716.31","3.47B","0.97%"
"2019年5月27日","2,722.33","2,696.26","2,731.30","2,667.38","2.72B","0.75%"
"2019年5月24日","2,702.03","2,693.88","2,722.34","2,692.53","2.12B","0.60%"
"2019年5月23日","2,685.93","2,710.57","2,713.94","2,679.54","2.78B","-1.46%"
"2019年5月22日","2,725.73","2,739.11","2,745.86","2,714.65","2.32B","-0.51%"
"2019年5月21日","2,739.79","2,717.87","2,764.48","2,712.04","2.70B","0.90%"
"2019年5月20日","2,715.43","2,726.07","2,746.66","2,697.61","3.12B","-0.72%"
"2019年5月17日","2,735.21","2,792.08","2,792.51","2,728.93","3.01B","-2.01%"
"2019年5月16日","2,791.41","2,777.85","2,793.76","2,766.15","2.89B","0.28%"
"2019年5月15日","2,783.54","2,743.78","2,797.15","2,743.78","3.07B","2.16%"
"2019年5月14日","2,724.73","2,716.73","2,754.69","2,716.73","2.62B","-0.60%"
"2019年5月13日","2,741.11","2,751.76","2,767.48","2,736.84","2.66B","-1.88%"
"2019年5月10日","2,793.76","2,731.58","2,798.87","2,698.81","3.95B","3.52%"
"2019年5月9日","2,698.78","2,740.35","2,748.01","2,686.47","3.08B","-2.16%"
"2019年5月8日","2,758.24","2,753.61","2,796.47","2,750.93","3.04B","-1.71%"
"2019年5月7日","2,806.26","2,814.47","2,833.20","2,777.73","3.54B","0.04%"
"2019年5月6日","2,805.04","2,853.88","2,867.60","2,768.80","6.24B","-4.76%"
"2019年4月30日","2,945.24","2,935.24","2,955.88","2,919.49","3.21B","0.20%"
"2019年4月29日","2,939.41","2,906.47","2,968.16","2,899.83","3.92B","1.61%"
"2019年4月26日","2,892.86","2,913.77","2,930.21","2,892.53","3.66B","-1.20%"
"2019年4月25日","2,927.99","2,962.74","2,973.22","2,924.02","3.89B","-1.58%"
"2019年4月24日","2,974.85","2,989.96","3,001.53","2,933.53","3.54B","-0.13%"
"2019年4月23日","2,978.85","2,968.00","3,007.35","2,964.98","4.11B","0.28%"
"2019年4月22日","2,970.49","3,047.43","3,048.82","2,962.36","5.68B","-2.36%"
"2019年4月19日","3,042.43","3,013.67","3,043.93","2,989.55","3.99B","1.25%"
"2019年4月18日","3,004.92","3,014.91","3,019.54","2,993.27","3.97B","-0.41%"
"2019年4月17日","3,017.42","3,017.39","3,035.41","2,996.76","5.00B","-0.19%"
"2019年4月16日","3,023.03","2,914.99","3,023.03","2,909.66","7.08B","3.35%"
"2019年4月15日","2,924.93","2,973.02","2,999.33","2,924.60","5.84B","0.15%"
"2019年4月12日","2,920.52","2,920.55","2,933.45","2,903.27","3.25B","-0.27%"
"2019年4月11日","2,928.43","2,982.39","3,000.10","2,920.19","4.28B","-1.70%"
"2019年4月10日","2,979.10","2,957.27","2,996.41","2,941.35","4.87B","0.39%"
"2019年4月9日","2,967.51","2,968.08","2,980.12","2,948.31","5.08B","0.18%"
"2019年4月8日","2,962.27","2,978.50","3,007.83","2,938.65","7.45B","0.35%"
"2019年4月4日","2,951.98","2,927.10","2,959.59","2,921.20","7.30B","1.10%"
"2019年4月3日","2,920.00","2,869.85","2,923.92","2,865.30","6.47B","1.09%"
"2019年4月2日","2,888.53","2,900.63","2,903.87","2,878.39","6.12B","-0.14%"
"2019年4月1日","2,892.62","2,860.14","2,906.15","2,860.14","7.79B","1.91%"
"2019年3月29日","2,838.51","2,747.54","2,845.23","2,746.11","5.97B","3.82%"
"2019年3月28日","2,733.97","2,728.04","2,742.70","2,709.39","3.18B","-0.28%"
"2019年3月27日","2,741.59","2,721.14","2,751.72","2,714.09","3.35B","1.31%"
"2019年3月26日","2,706.15","2,737.37","2,739.29","2,693.91","4.01B","-0.44%"
"2019年3月25日","2,718.18","2,757.81","2,765.84","2,717.29","5.21B","-2.76%"
"2019年3月22日","2,795.39","2,804.72","2,813.52","2,771.96","3.60B","-0.27%"
"2019年3月21日","2,802.96","2,816.45","2,822.63","2,799.83","4.36B","-0.35%"
"2019年3月20日","2,812.92","2,799.32","2,831.63","2,787.28","4.03B","0.21%"
"2019年3月19日","2,806.90","2,830.24","2,842.45","2,797.72","4.35B","-0.65%"
"2019年3月18日","2,825.18","2,763.23","2,827.26","2,749.20","6.16B","2.52%"
"2019年3月15日","2,755.81","2,736.00","2,783.51","2,735.86","4.41B","0.98%"
"2019年3月14日","2,729.13","2,720.19","2,752.66","2,716.27","4.35B","0.19%"
"2019年3月13日","2,723.96","2,731.50","2,747.96","2,699.98","5.41B","0.15%"
"2019年3月12日","2,719.77","2,730.53","2,759.61","2,704.69","6.49B","0.41%"
"2019年3月11日","2,708.60","2,683.76","2,714.09","2,670.79","5.20B","0.86%"
"2019年3月8日","2,685.59","2,731.53","2,753.55","2,684.20","7.20B","-3.73%"
"2019年3月7日","2,789.70","2,831.36","2,831.36","2,773.35","7.33B","-1.78%"
"2019年3月6日","2,840.27","2,827.86","2,847.38","2,797.50","6.95B","0.40%"
"2019年3月5日","2,828.87","2,829.50","2,835.11","2,807.12","6.03B","-0.13%"
"2019年3月4日","2,832.59","2,839.40","2,907.82","2,816.98","9.22B","0.47%"
"2019年3月1日","2,819.47","2,764.95","2,819.47","2,747.21","5.61B","2.75%"
"2019年2月28日","2,743.97","2,749.87","2,767.86","2,733.03","4.63B","-0.23%"
"2019年2月27日","2,750.34","2,739.11","2,794.93","2,722.31","7.55B","0.60%"
"2019年2月26日","2,733.90","2,781.31","2,804.16","2,729.48","8.72B","-1.93%"
"2019年2月25日","2,787.70","2,652.91","2,788.67","2,652.91","9.69B","6.28%"
"2019年2月22日","2,623.07","2,576.00","2,623.09","2,555.73","4.14B","1.78%"
"2019年2月21日","2,577.23","2,586.74","2,615.47","2,569.48","3.53B","-0.42%"
"2019年2月20日","2,588.17","2,593.79","2,599.55","2,569.98","3.00B","0.35%"
"2019年2月19日","2,579.05","2,586.86","2,614.36","2,568.18","3.79B","-0.15%"
"2019年2月18日","2,582.85","2,540.53","2,583.40","2,540.30","3.74B","2.60%"
"2019年2月15日","2,517.46","2,566.34","2,568.79","2,515.89","3.03B","-2.28%"
"2019年2月14日","2,576.31","2,572.64","2,585.51","2,564.87","2.77B","-0.17%"
"2019年2月13日","2,580.61","2,538.42","2,587.88","2,528.23","3.98B","1.87%"
"2019年2月12日","2,533.18","2,528.10","2,537.29","2,515.03","2.55B","0.23%"
"2019年2月11日","2,527.47","2,485.50","2,528.38","2,484.65","2.52B","1.11%"
"2019年2月1日","2,499.64","2,502.10","2,503.55","2,479.34","2.20B","0.65%"
"2019年1月31日","2,483.47","2,454.64","2,487.10","2,450.18","2.67B","1.78%"
"2019年1月30日","2,440.01","2,445.86","2,462.61","2,439.33","1.78B","-0.65%"
"2019年1月29日","2,455.90","2,433.31","2,461.52","2,423.46","2.19B","0.77%"
"2019年1月28日","2,437.03","2,455.28","2,473.12","2,429.88","2.35B","-0.19%"
"2019年1月25日","2,441.64","2,419.26","2,453.67","2,418.01","2.57B","1.25%"
"2019年1月24日","2,411.56","2,401.38","2,414.89","2,385.10","2.04B","0.61%"
"2019年1月23日","2,397.05","2,397.41","2,414.02","2,392.64","1.63B","-0.17%"
"2019年1月22日","2,401.23","2,430.43","2,430.43","2,394.18","1.94B","-1.29%"
"2019年1月21日","2,432.49","2,418.00","2,443.23","2,418.00","2.62B","0.63%"
"2019年1月18日","2,417.36","2,385.62","2,422.03","2,380.56","3.01B","1.94%"
"2019年1月17日","2,371.35","2,388.59","2,396.80","2,370.58","2.16B","-0.41%"
"2019年1月16日","2,381.22","2,375.17","2,385.22","2,366.34","1.81B","0.12%"
"2019年1月15日","2,378.37","2,337.70","2,380.60","2,332.41","2.25B","2.03%"
"2019年1月14日","2,331.14","2,350.26","2,354.31","2,330.00","1.65B","-0.99%"
"2019年1月11日","2,354.50","2,342.02","2,360.06","2,334.91","1.84B","0.97%"
"2019年1月10日","2,331.85","2,333.22","2,345.33","2,321.30","2.23B","-0.04%"
"2019年1月9日","2,332.72","2,320.91","2,360.36","2,318.44","2.87B","1.20%"
"2019年1月8日","2,305.17","2,312.17","2,312.17","2,298.95","1.81B","-0.40%"
"2019年1月7日","2,314.32","2,329.03","2,331.60","2,306.90","2.53B","-0.01%"
"2019年1月4日","2,314.65","2,252.74","2,316.35","2,249.37","2.59B","2.00%"
"2019年1月3日","2,269.24","2,259.48","2,287.78","2,253.94","1.89B","0.29%"
"2019年1月2日","2,262.79","2,298.18","2,301.06","2,252.75","2.09B","-1.32%"
"2018年12月28日","2,293.10","2,279.70","2,305.91","2,278.25","2.43B","0.75%"
"2018年12月27日","2,276.06","2,310.81","2,313.05","2,275.04","2.68B","-0.24%"
"2018年12月26日","2,281.56","2,293.29","2,303.20","2,278.29","1.58B","-0.69%"
"2018年12月25日","2,297.33","2,285.66","2,308.61","2,256.47","2.40B","-0.52%"
"2018年12月24日","2,309.23","2,293.75","2,311.73","2,286.99","1.83B","0.13%"
"2018年12月21日","2,306.15","2,325.98","2,327.44","2,288.40","2.48B","-1.23%"
"2018年12月20日","2,334.92","2,363.00","2,372.37","2,319.10","2.69B","-1.46%"
"2018年12月19日","2,369.55","2,401.91","2,403.89","2,366.40","1.87B","-1.18%"
"2018年12月18日","2,397.87","2,409.58","2,427.68","2,388.98","2.07B","-1.16%"
"2018年12月17日","2,425.94","2,420.58","2,430.89","2,409.01","2.12B","0.11%"
"2018年12月14日","2,423.38","2,446.81","2,448.80","2,423.09","2.59B","-1.40%"
"2018年12月13日","2,457.90","2,429.39","2,469.70","2,423.57","2.81B","1.43%"
"2018年12月12日","2,423.32","2,437.61","2,437.61","2,414.33","1.42B","0.32%"
"2018年12月11日","2,415.58","2,408.92","2,420.52","2,405.87","1.29B","0.29%"
"2018年12月10日","2,408.61","2,410.17","2,425.74","2,399.32","1.76B","-0.91%"
"2018年12月7日","2,430.72","2,441.38","2,444.98","2,427.89","1.45B","-0.15%"
"2018年12月6日","2,434.49","2,453.56","2,460.23","2,431.86","2.17B","-1.91%"
"2018年12月5日","2,481.79","2,467.56","2,492.32","2,465.25","2.05B","-0.57%"
"2018年12月4日","2,496.14","2,488.58","2,496.81","2,476.91","2.38B","0.32%"
"2018年12月3日","2,488.06","2,492.43","2,500.57","2,467.94","3.54B","2.47%"
"2018年11月30日","2,428.04","2,403.23","2,430.65","2,402.54","1.93B","1.09%"
"2018年11月29日","2,401.85","2,437.92","2,441.42","2,401.85","1.98B","-0.80%"
"2018年11月28日","2,421.13","2,396.30","2,426.66","2,394.25","1.71B","1.12%"
"2018年11月27日","2,394.29","2,407.23","2,416.44","2,387.93","1.50B","-0.32%"
"2018年11月26日","2,401.90","2,409.47","2,423.46","2,393.98","1.62B","0.11%"
"2018年11月23日","2,399.20","2,433.53","2,441.32","2,398.73","2.12B","-1.58%"
"2018年11月22日","2,437.64","2,455.77","2,456.91","2,426.12","1.64B","-0.56%"
"2018年11月21日","2,451.27","2,425.72","2,454.46","2,425.23","2.19B","0.18%"
"2018年11月20日","2,446.79","2,475.23","2,484.01","2,441.85","2.69B","-1.82%"
"2018年11月19日","2,492.08","2,466.43","2,492.08","2,461.80","2.97B","1.24%"
"2018年11月16日","2,461.44","2,458.48","2,482.44","2,443.12","3.15B","0.09%"
"2018年11月15日","2,459.14","2,430.19","2,459.43","2,427.07","2.47B","1.20%"
"2018年11月14日","2,429.99","2,462.18","2,462.18","2,425.97","2.70B","-1.34%"
"2018年11月13日","2,462.97","2,415.30","2,474.82","2,413.78","2.77B","0.74%"
"2018年11月12日","2,444.97","2,426.83","2,447.46","2,419.97","2.29B","0.44%"
"2018年11月9日","2,434.21","2,469.89","2,469.89","2,434.08","2.80B","-2.08%"
"2018年11月8日","2,486.00","2,507.59","2,511.00","2,480.33","2.03B","0.15%"
"2018年11月7日","2,482.33","2,503.68","2,521.15","2,479.25","2.62B","-0.69%"
"2018年11月6日","2,499.68","2,507.36","2,509.64","2,478.38","2.21B","-0.47%"
"2018年11月5日","2,511.59","2,520.88","2,524.65","2,489.59","2.83B","-1.23%"
"2018年11月2日","2,542.77","2,522.39","2,544.19","2,489.07","4.73B","3.36%"
"2018年11月1日","2,460.16","2,474.27","2,500.12","2,455.73","3.77B","0.37%"
"2018年10月31日","2,451.12","2,424.16","2,460.84","2,413.34","3.45B","1.47%"
"2018年10月30日","2,415.65","2,380.47","2,449.29","2,378.82","3.25B","1.09%"
"2018年10月29日","2,389.58","2,461.92","2,465.37","2,377.99","2.87B","-3.21%"
"2018年10月26日","2,468.91","2,487.00","2,499.76","2,445.83","2.88B","-0.65%"
"2018年10月25日","2,485.10","2,419.11","2,486.76","2,415.49","3.11B","0.31%"
"2018年10月24日","2,477.49","2,459.32","2,530.77","2,459.21","3.70B","0.51%"
"2018年10月23日","2,464.81","2,539.65","2,544.30","2,451.67","3.54B","-2.97%"
"2018年10月22日","2,540.15","2,463.49","2,566.63","2,463.49","4.63B","3.84%"
"2018年10月19日","2,446.32","2,353.84","2,451.76","2,344.98","3.14B","3.26%"
"2018年10月18日","2,369.07","2,416.37","2,416.37","2,367.71","2.28B","-2.48%"
"2018年10月17日","2,429.21","2,446.48","2,451.19","2,384.14","2.49B","0.57%"
"2018年10月16日","2,415.49","2,414.32","2,459.88","2,407.00","1.98B","0.12%"
"2018年10月15日","2,412.48","2,443.73","2,448.26","2,407.55","2.05B","-1.29%"
"2018年10月12日","2,444.13","2,398.18","2,452.69","2,390.99","2.90B","2.24%"
"2018年10月11日","2,390.50","2,412.22","2,446.37","2,369.03","3.69B","-4.15%"
"2018年10月10日","2,494.06","2,495.86","2,518.61","2,472.19","2.04B","0.10%"
"2018年10月9日","2,491.66","2,481.59","2,506.27","2,476.35","2.17B","0.19%"
"2018年10月8日","2,486.82","2,544.49","2,548.89","2,481.18","3.37B","-4.60%"
"2018年9月28日","2,606.67","2,580.66","2,618.83","2,577.98","2.88B","1.21%"
"2018年9月27日","2,575.45","2,582.12","2,584.07","2,561.58","2.30B","-0.28%"
"2018年9月26日","2,582.77","2,555.92","2,610.59","2,553.17","3.37B","1.37%"
"2018年9月25日","2,547.79","2,545.21","2,560.72","2,536.43","2.43B","-1.00%"
"2018年9月21日","2,573.60","2,495.74","2,573.60","2,485.41","4.18B","3.46%"
"2018年9月20日","2,487.42","2,492.40","2,503.10","2,480.54","2.29B","0.01%"
"2018年9月19日","2,487.08","2,455.44","2,505.00","2,452.58","2.90B","1.15%"
"2018年9月18日","2,458.77","2,391.95","2,459.77","2,391.73","2.29B","2.45%"
"2018年9月17日","2,399.88","2,411.38","2,418.14","2,397.94","1.37B","-1.05%"
"2018年9月14日","2,425.42","2,421.66","2,434.67","2,410.66","1.64B","0.42%"
"2018年9月13日","2,415.31","2,413.41","2,420.00","2,381.03","2.15B","1.42%"
"2018年9月12日","2,381.39","2,389.28","2,398.73","2,373.04","1.68B","-0.72%"
"2018年9月11日","2,398.77","2,412.18","2,422.94","2,387.64","1.81B","-0.61%"
"2018年9月10日","2,413.43","2,431.18","2,440.11","2,410.79","1.80B","-0.99%"
"2018年9月7日","2,437.68","2,424.42","2,458.26","2,416.16","1.84B","0.90%"
"2018年9月6日","2,416.03","2,432.40","2,449.83","2,408.93","2.09B","-1.03%"
"2018年9月5日","2,441.23","2,488.90","2,493.47","2,441.23","2.13B","-2.37%"
"2018年9月4日","2,500.44","2,467.25","2,507.04","2,451.72","2.06B","1.40%"
"2018年9月3日","2,465.88","2,461.86","2,470.51","2,445.87","1.83B","-0.35%"
"2018年8月31日","2,474.48","2,462.80","2,490.46","2,455.99","2.62B","-0.19%"
"2018年8月30日","2,479.21","2,506.53","2,519.40","2,479.21","1.82B","-0.97%"
"2018年8月29日","2,503.48","2,506.15","2,515.00","2,497.82","1.82B","-0.31%"
"2018年8月28日","2,511.15","2,524.92","2,530.50","2,503.81","2.14B","-0.44%"
"2018年8月27日","2,522.34","2,484.41","2,522.34","2,482.52","2.84B","2.04%"
"2018年8月24日","2,472.00","2,449.37","2,496.39","2,438.72","2.08B","0.44%"
"2018年8月23日","2,461.07","2,453.66","2,474.69","2,435.16","1.89B","0.45%"
"2018年8月22日","2,450.15","2,461.40","2,461.40","2,438.94","1.61B","-0.09%"
"2018年8月21日","2,452.38","2,411.98","2,461.14","2,410.89","2.44B","1.80%"
"2018年8月20日","2,409.13","2,386.14","2,409.13","2,370.82","2.30B","1.47%"
"2018年8月17日","2,374.17","2,427.47","2,429.68","2,370.04","2.06B","-1.29%"
"2018年8月16日","2,405.16","2,381.01","2,430.92","2,367.05","2.55B","-0.15%"
"2018年8月15日","2,408.72","2,467.25","2,467.45","2,405.60","1.98B","-2.45%"
"2018年8月14日","2,469.20","2,475.47","2,482.71","2,454.98","1.71B","-0.38%"
"2018年8月13日","2,478.51","2,480.10","2,485.23","2,442.23","2.29B","-0.99%"
"2018年8月10日","2,503.21","2,505.31","2,518.11","2,485.98","1.94B","-0.06%"
"2018年8月9日","2,504.62","2,437.45","2,510.36","2,435.79","2.66B","2.35%"
"2018年8月8日","2,447.00","2,476.40","2,481.84","2,443.07","2.36B","-1.32%"
"2018年8月7日","2,479.78","2,416.01","2,480.10","2,407.64","2.98B","3.04%"
"2018年8月6日","2,406.54","2,417.30","2,448.98","2,393.68","2.57B","-0.29%"
"2018年8月3日","2,413.50","2,438.84","2,452.07","2,413.25","2.15B","-1.10%"
"2018年8月2日","2,440.31","2,483.76","2,485.41","2,412.96","2.96B","-2.01%"
"2018年8月1日","2,490.25","2,557.61","2,570.31","2,489.12","2.74B","-2.16%"
"2018年7月31日","2,545.12","2,537.03","2,553.81","2,521.82","2.02B","0.15%"
"2018年7月30日","2,541.31","2,525.38","2,562.76","2,515.55","2.45B","0.64%"
"2018年7月27日","2,525.09","2,529.66","2,541.23","2,515.89","1.90B","-0.23%"
"2018年7月26日","2,530.99","2,570.48","2,578.72","2,525.67","2.53B","-1.28%"
"2018年7月25日","2,563.69","2,573.93","2,573.96","2,550.97","2.65B","0.00%"
"2018年7月24日","2,563.58","2,534.07","2,579.59","2,534.07","4.88B","1.46%"
"2018年7月23日","2,526.81","2,482.05","2,533.77","2,478.19","3.96B","1.33%"
"2018年7月20日","2,493.76","2,426.10","2,506.94","2,409.05","3.45B","2.79%"
"2018年7月19日","2,426.16","2,432.89","2,452.45","2,418.66","2.04B","0.22%"
"2018年7月18日","2,420.76","2,437.38","2,458.48","2,419.32","1.78B","-0.40%"
"2018年7月17日","2,430.44","2,443.55","2,446.10","2,414.35","1.67B","-0.75%"
"2018年7月16日","2,448.76","2,471.15","2,484.17","2,438.86","1.99B","-1.13%"
"2018年7月13日","2,476.86","2,480.82","2,481.56","2,464.95","1.98B","0.09%"
"2018年7月12日","2,474.62","2,425.67","2,490.44","2,425.67","2.73B","1.74%"
"2018年7月11日","2,432.28","2,420.18","2,443.35","2,409.31","2.09B","-1.58%"
"2018年7月10日","2,471.23","2,475.98","2,477.84","2,448.86","2.14B","-0.00%"
"2018年7月9日","2,471.29","2,410.52","2,471.80","2,410.52","2.43B","2.86%"
"2018年7月6日","2,402.62","2,378.87","2,422.40","2,349.48","2.49B","1.19%"
"2018年7月5日","2,374.36","2,370.86","2,398.56","2,352.97","2.53B","0.25%"
"2018年7月4日","2,368.43","2,381.25","2,403.51","2,365.89","1.97B","-0.86%"
"2018年7月3日","2,388.98","2,389.36","2,395.08","2,331.84","2.91B","0.11%"
"2018年7月2日","2,386.38","2,473.31","2,473.73","2,370.40","2.61B","-3.77%"
"2018年6月29日","2,479.91","2,431.81","2,481.32","2,429.59","2.08B","2.26%"
"2018年6月28日","2,425.18","2,431.86","2,461.17","2,418.30","2.29B","-1.12%"
"2018年6月27日","2,452.64","2,500.07","2,512.59","2,438.04","2.74B","-2.16%"
"2018年6月26日","2,506.72","2,516.08","2,519.16","2,470.15","2.65B","-1.17%"
"2018年6月25日","2,536.46","2,593.62","2,595.99","2,535.12","2.34B","-1.83%"
"2018年6月22日","2,583.71","2,564.87","2,586.33","2,553.30","1.97B","0.18%"
