 ,0.032309201504747205,0
震荡,0.0008314791163182133,0
涨,0.0008259033971811255,0
市值,0.0008227670551665136,0
看好,0.0008213731253822417,1
18,0.0008203276780440377,0
赚钱,0.0008199791955979698,1
走势,0.0008178883009215619,0
30,0.0008157974062451539,0
按钮,0.000812312581784474,-1
元,0.0008036005206327744,0
砸,0.0007997672137260266,-1
发展,0.0007980248014956867,0
跌,0.0007959339068192787,-1
19,0.0007830400563147633,0
公告,0.0007823430914226273,0
美国,0.0007819946089765593,0
稀土,0.0007819946089765593,0
赚,0.0007795552318540834,1
次新股,0.0007774643371776755,0
深圳,0.0007764188898394716,0
重要,0.0007704946882563158,0
超,0.0007687522760259759,0
吃,0.0007624795919967521,0
国际,0.0007603886973203442,0
标的,0.0007530705659529166,0
尾盘,0.0007488887766001007,0
软件,0.0007488887766001007,0
连板,0.0007443585048012169,0
期货,0.000741222162786605,0
欢乐,0.0007346009963113133,0
未来,0.0007342525138652453,0
大涨,0.0007328585840809733,1
高送,0.0007328585840809733,0
方向,0.0007269343824978176,0
电子,0.0007251919702674777,0
战法,0.0007210101809146618,0
工业,0.0007206616984685939,0
科创,0.000719964733576458,0
牛,0.0007157829442236421,1
数字,0.0007154344617775741,0
趋势,0.0007126466022090302,0
目标,0.0007126466022090302,0
昨天,0.0007126466022090302,0
25,0.0007049799883955346,0
应该,0.0007046315059494665,0
控股,0.0007025406112730586,0
票,0.0007011466814887867,0
成为,0.0007001012341505828,1
银行,0.0006997527517045148,0
周五,0.000695222479905631,0
新材,0.000693480067675291,0
问题,0.0006903437256606792,0
氢,0.0006892982783224752,0
悟道,0.0006889497958764072,0
重点,0.0006886013134303392,0
正宗,0.0006872073836460673,0
行业,0.0006868589011999993,0
补涨,0.0006847680065235914,0
能否,0.0006833740767393195,0
干,0.0006798892522786396,1
黄金,0.0006795407698325716,0
13,0.0006777983576022316,0
吹,0.0006771013927100957,0
最大,0.0006764044278179598,0
22,0.0006753589804797558,0
26,0.0006746620155876198,0
抄底,0.0006732680858033479,0
股权,0.000670480226234804,0
受益,0.0006673438842201921,1
龙虎榜,0.0006669954017741241,0
几个,0.0006662984368819881,0
14,0.0006656014719898522,0
16,0.0006635105773134443,0
开启,0.0006621166475291723,0
17,0.0006596772704066964,0
底部,0.0006589803055145605,0
大麻,0.0006575863757302885,0
唯一,0.0006554954810538806,0
注意,0.0006534045863774727,0
盘,0.0006513136917010647,0
真的,0.0006506167268089288,0
感觉,0.0006464349374561129,0
钱,0.0006415561832111612,0
大跌,0.0006415561832111612,-1
出现,0.0006370259114122774,0
区块,0.0006366774289662094,0
美股,0.0006363289465201414,0
炒作,0.0006356319816280054,0
一只,0.0006349350167358695,0
股价,0.0006328441220594615,0
上涨,0.0006321471571673256,1
动力,0.0006279653678145097,0
是不是,0.0006279653678145097,0
链,0.0006241320609077619,0
21,0.0006216926837852861,0
23,0.0006216926837852861,0
股东,0.00062099571889315,0
27,0.0006199502715549461,0
28,0.0006171624119864022,0
最新,0.0006154199997560623,0
数据,0.0006136775875257224,0
开盘,0.0006133291050796544,0
第一,0.0006081018683886345,0
等待,0.0006081018683886345,0
暴跌,0.0006042685614818867,-1
淘股,0.0006018291843594109,0
大佬,0.0006018291843594109,0
互联网,0.0005993898072369349,0
收盘,0.000599041324790867,0
准备,0.0005948595354380511,0
垃圾,0.0005948595354380511,0
下跌,0.0005920716758695073,-1
空仓,0.0005920716758695073,-1
收评,0.0005885868514088274,0
接力,0.0005882383689627595,0
希望,0.0005882383689627595,0
超级,0.0005875414040706234,0
最后,0.0005864959567324194,0
持续,0.0005864959567324194,0
参股,0.0005847535445020795,0
超短,0.0005837080971638756,0
爆发,0.0005819656849335357,1
全球,0.0005809202375953317,0
成长,0.0005798747902571277,0
24,0.0005791778253649918,0
有没有,0.0005774354131346519,0
有望,0.000574647553566108,0
韭菜,0.000573950588673972,0
化工,0.0005722081764436321,0
看看,0.0005690718344290202,0
专题,0.0005634961152919325,0
操盘,0.0005631476328458644,0
上市公司,0.0005575719137087767,0
太,0.000550602264787417,0
创新,0.000548162887664941,0
一天,0.0005478144052188731,0
卖,0.0005474659227728051,-1
盘中,0.0005457235105424652,0
分享,0.0005411932387435814,0
推荐,0.0005408447562975134,0
终于,0.0005404962738514454,0
连续,0.0005397993089593094,0
突破,0.0005394508265132414,1
机构,0.0005387538616211055,0
东方通信,0.0005387538616211055,0
翻倍,0.0005377084142829015,1
盘面,0.0005331781424840177,0
基金,0.0005321326951458138,0
最近,0.0005310872478076098,0
今年,0.000527253940900862,0
成功,0.000526208493562658,1
盈利,0.0005241175988862501,1
新股,0.0005230721515480461,0
时间,0.0005227236691019781,0
反包,0.0005185418797491624,1
暴涨,0.0005181933973030943,1
时代,0.0005171479499648904,0
一路,0.0005167994675188225,0
满仓,0.0005157540201806185,1
海南,0.0005147085728424145,0
学习,0.0005140116079502785,0
启动,0.0005136631255042106,1
主力,0.0005129661606120745,0
进入,0.0005115722308278026,0
高手,0.0005098298185974627,0
通信,0.0005063449941367828,0
一字,0.0005059965116907148,0
29,0.0005032086521221709,0
叠加,0.000502860169676103,0
新能源,0.000501814722337899,0
高位,0.000501466239891831,
亏损,0.000501117757445763,-1
预测,0.0005007692749996951,0
药业,0.0004993753452154231,0
万实盘,0.0004990268627693552,0
龙,0.0004983298978772191,0
结束,0.0004979814154311512,-1
雄安,0.0004979814154311512,0
真正,0.0004972844505390152,0
玩,0.0004962390032008112,0
日记,0.0004951935558626074,0
创板,0.0004948450734165393,0
需要,0.0004941481085244034,0
生物,0.0004937996260783354,0
强势,0.0004934511436322674,1
深,0.0004931026611861994,0
散户,0.0004924056962940634,0
减持,0.0004906632840637235,-1
燃料电池,0.00048717845960304367,0
之后,0.00048613301226483967,0
核心,0.0004854360473727037,0
计算,0.00048264818780415983,0
挖掘,0.00048229970535809187,0
实业,0.00047951184578954795,0
50,0.000478466398451344,0
联网,0.0004721937144221203,0
环保,0.0004721937144221203,0
收益,0.0004687088899614404,0
每天,0.00046801192506930447,0
周二,0.0004669664777311005,0
周四,0.0004666179952850325,0
医药,0.00046592103039289653,0
证监会,0.0004645271006086246,0
早参,0.000463830135716488650,0
美,0.00046348165327042063,0
再次,0.0004624362059322167,0
发布,0.00046034531125580875,0
死,0.0004599968288097408,0
影响,0.00045964834636367277,0
是否,0.0004575574516872649,0
看盘,0.0004575574516872649,0
盘前,0.00045651200434906094,0
个点,0.00045581503945692496,0
两个,0.000454421109672653,0
思路,0.0004512847676580411,0
股指,0.0004505878027659052,0
搞,0.00044919387298163324,1
账户,0.00044675449585915734,0
迎来,0.00044675449585915734,1
新高,0.00044675449585915734,1
万兴,0.0004453605660748854,0
宏川,0.0004446636011827494,0
价值,0.00044431511873668143,0
股民,0.00044431511873668143,0
风口,0.00044361815384454545,0
周三,0.00044117877672206955,0
100,0.00043943636449172963,0
空间,0.00043734546981532175,0
建设,0.00043386064535464185,0
对标,0.0004335121629085739,0
国家,0.0004328151980164379,0
一带,0.000429678856001826,0
重组,0.0004286334086636221,0
亿元,0.0004286334086636221,0
基建,0.0004279364437714861,0
点评,0.00042689099643328216,0
IPO,0.00042584554909507820,0
拉,0.0004230576895265343,1
利空,0.0004230576895265343,-1
主线,0.0004230576895265343,1
合作,0.00042201224218833036,0
政策,0.0004213152772961944,0
经济,0.00042026982995799043,0
填权,0.00041992134751192247,0
值得,0.0004188759001737185,0
解读,0.000417830452835514530,0
增长,0.0004139971459287667,0
周,0.0004136486634826987,0
历史,0.00041260321614449477,0
沪,0.0004091183916838149,0
人民币,0.0004087699092377469,0
职业,0.000406330532115271,0
提示,0.000406330532115271,0
帖,0.00040528508477706706,0
送,0.0004031941901006592,0
逼,0.0004024972252085232,0
布局,0.00040145177787031925,0
原因,0.00040110329542425124,0
信号,0.0004007548129781833,0
一波,0.00040040633053211526,0
最强,0.0004000578480860473,1
缩量,0.00039866391830177533,0
本周,0.0003920427518264836,0
资源,0.00039134578693434763,0
改革,0.0003906488220422117,0
物,0.0003903003395961437,0
选股,0.0003896033747040077,0
人工智能,0.00038786096247366780,0
新疆,0.0003875124800275998,0
资讯,0.0003871639975815318,0
发现,0.00038437613801298794,0
卖出,0.00038437613801298794,-1
概率,0.00038437613801298794,0
选择,0.00038402765556692,0
资本,0.00038402765556692,0
壳,0.000383330690674784,0
熊市,0.00037880041887590016,-1
产业,0.0003777549715376962,0
思考,0.0003777549715376962,0
科技股,0.0003777549715376962,0
简单,0.0003777549715376962,0
第一股,0.00037705800664556024,1
北京,0.0003760125593073563,0
请教,0.00037496711196915235,0
重大,0.00037392166463094835,0
收购,0.00037392166463094835,0
竞价,0.00037217925240060843,0
正式,0.0003704368401702685,0
高新,0.0003690429103859966,0
两市,0.0003686944279399286,0
国产,0.0003679974630477926,0
跑,0.0003662550508174527,0
坚持,0.0003631187088028408,0
大神,0.0003631187088028408,0
肉,0.00036207326146463686,1
财经,0.00036067933168036496,0
节奏,0.00035963388434216096,0
第二,0.00035336120031293725,0
世界,0.0003512703056365293,0
汇总,0.000350921823190461350,0
有点,0.00035057334074439333,0
消费,0.00035057334074439333,0
农业,0.0003495278934061894,0
医疗,0.0003467400338376455,0
今晚,0.00034534610405337357,0
分歧,0.00034290672693089766,0
3000,0.0003408158322544898,0
龙头股,0.0003397703849162858,1
午评,0.0003397703849162858,0
永磁,0.0003397703849162858,0
涨价,0.00033872493757808184,0
加速,0.0003383764551320139,1
直接,0.0003373310077938099,0
电气,0.0003369825253477419,0
短期,0.0003369825253477419,0
小盘,0.000335937078009538,0
持股,0.000335240113117402,1
茅台,0.000334543148225266,0
上证,0.0003328007359949261,0
稳定,0.00033245225354885813,0
战略,0.0003321037711027901,0
揭秘,0.0003321037711027901,0
看到,0.00033070984131851816,0
长征,0.00033070984131851816,0
有人,0.0003303613588724502,0
发,0.00032896742908817823,0
干货,0.0003272250168578383,0
集体,0.0003258310870735664,0
传媒,0.0003258310870735664,0
效应,0.0003251341221814304,0
回,0.0003247856397353624,0
天天,0.0003240886748432265,0
海岸,0.0003240886748432265,0
午间,0.0003233917099510905,0
持有,0.0003226947450589545,0
➕,0.0003226947450589545,0
万亿,0.00032130081527468257,0
5g,0.00032130081527468257,0
割肉,0.0003202553679364786,-1
监管,0.0003202553679364786,0
疯狂,0.00031955840304434264,1
三个,0.0003178159908140027,0
贵州,0.00031746750836793476,
金力,0.0003167705434757988,0
近期,0.0003143311663533229,0
主流,0.00031398268390725486,0
人生,0.00031258875412298296,0
懂,0.00031258875412298296,0
网络,0.00031224027167691494,0
手机,0.000310497859446575,0
强,0.000310149377000507050,1
停牌,0.0003094524121083711,0
控制,0.0003091039296623031,0
帖子,0.0003087554472162351,0
光电,0.0003087554472162351,0
相关,0.00030770999987803115,0
业务,0.00030701303498589517,0
转让,0.0003066645525398272,0
国内,0.0003056191052016232,0
情况,0.0003049221403094873,0
回购,0.0003042251754173513,0
材料,0.0003042251754173513,0
一定,0.0003038766929712833,0
全面,0.0003038766929712833,0
建议,0.00030352821052521533,0
央行,0.0003024827631870114,0
项目,0.0003024827631870114,0
浙江,0.0003017857982948754,0
三大,0.00030108883340273940,0
环境,0.0003010888334027394,0
附,0.0003007403509566714,0
分化,0.00030039186851060345,-1
电力,0.0003000433860645355,0
交流,0.0002989979387263315,0
关键,0.0002989979387263315,0
完,0.0002986494562802635,0
淘金,0.00029830097383419556,0
区,0.00029795249138812754,0
拉升,0.0002969070440499236,1
产品,0.0002962100791577876,0
晚间,0.00029551311426565164,0
融资,0.0002951646318195837,0
请问,0.0002951646318195837,0
边缘,0.0002951646318195837,0
为啥,0.0002944676669274477,0
平台,0.0002937707020353117,0
最好,0.00029237677225103976,0
背后,0.00029063436002069984,0
31,0.00028993739512856386,0
黑马,0.0002888919477903599,0
一字板,0.0002888919477903599,0
下周一,0.000287846500452156,0
作业,0.000287498018006088,0
研究,0.00028714953556002,0
九鼎,0.00028680105311395203,0
贬值,0.0002854071233296801,0
仓位,0.0002850586408836121,0
价格,0.00028436167599147613,0
知识产权,0.00028436167599147613,0
腿,0.0002840131935454081,1
内参,0.00028366471109934015,0
格局,0.00028296774620720417,0
半导体,0.00028296774620720417,0
地板,0.0002826192637611362,0
支持,0.0002826192637611362,0
设计,0.0002822707813150682,0
一些,0.0002815738164229322,0
杀,0.00028122533397686425,0
海,0.00028122533397686425,0
系统,0.00028052836908472827,0
参与,0.0002801798866386603,0
替代,0.0002801798866386603,0
切换,0.0002798314041925923,0
崛起,0.00027948292174652433,1
兄弟,0.00027948292174652433,0
早评,0.00027948292174652433,0
强势股,0.00027913443930045636,1
淘县,0.0002777405095161844,0
一起,0.0002770435446240484,0
阶段,0.0002770435446240484,0
人气,0.0002770435446240484,0
讨论,0.0002759980972858445,0
​,0.0002759980972858445,0
08,0.00027564961483977647,0
踏空,0.00027564961483977647,1
接盘,0.0002753011323937085,-1
回落,0.0002753011323937085,-1
石油,0.0002749526499476405,0
ST,0.0002746041675015725,0
安全,0.00027390720260943654,0
破,0.0002735587201633686,-1
领域,0.0002735587201633686,0
午盘,0.0002728617552712326,0
前瞻,0.00027251327282516464,0
潜伏,0.00027251327282516464,0
踩,0.00027251327282516464,0
重新,0.00027181630793302866,0
这种,0.00027181630793302866,0
资产,0.00027181630793302866,0
全部,0.00027181630793302866,0
这次,0.00027146782548696064,0
分类,0.0002711193430408927,0
求,0.00027077086059482466,0
文化,0.00027077086059482466,0
估值,0.0002704223781487567,0
不到,0.00027007389570268874,0
严重,0.00027007389570268874,0
深度,0.0002697254132566207,0
抓,0.00026937693081055276,0
换手,0.0002686799659184168,0
拟,0.0002683314834723488,0
期待,0.00026658907124200884,0
南京,0.00026658907124200884,0
潮,0.00026658907124200884,0
07,0.00026658907124200884,0
市北,0.0002658921063498729,0
小米,0.000263452729227397,0
一周,0.000263452729227397,0
跟踪,0.00026205879944312505,0
朋友,0.0002617103169970571,0
货币,0.0002617103169970571,0
二板,0.0002617103169970571,0
最高,0.0002617103169970571,0
创,0.0002617103169970571,0
OLED,0.0002610133521049211,0
阿里,0.0002606648696588531,0
小心,0.00025961942232064915,-1
新闻,0.00025961942232064915,0
落地,0.0002592709398745812,1
特朗普,0.00025892245742851317,0
告诉,0.0002585739749824452,0
两天,0.0002585739749824452,0
大湾,0.0002585739749824452,0
利润,0.0002582254925363772,0
第一次,0.00025718004519817325,0
中信,0.00025648308030603727,0
王者,0.00025648308030603727,1
名单,0.0002557861154139013,0
绿色,0.0002543921856296294,0
集合竞价,0.00025404370318356137,0
打造,0.00025404370318356137,0
后市,0.00025334673829142544,0
金,0.0002529982558453574,0
外资,0.0002529982558453574,0
健康,0.0002519528085071535,0
自主,0.00025160432606108547,0
回调,0.00025160432606108547,-1
开板,0.0002512558436150175,0
一直,0.00025090736116894954,0
笔记,0.00025090736116894954,0
退市,0.0002505588787228815,0
大幅,0.00024986191383074554,0
特停,0.00024916494893860956,0
制造,0.0002481195016004056,0
T,0.00024777101915433766,0
月份,0.00024777101915433766,0
投机,0.0002470740542622017,0
投资者,0.0002470740542622017,0
直播,0.0002470740542622017,0
涨幅,0.0002467255718161337,0
没人,0.0002463770893700657,0
老哥,0.00024602860692399774,0
科,0.00024602860692399774,0
把握,0.0002456801244779297,0
这是,0.00024533164203186176,0
觉得,0.0002446346771397258,0
百万,0.0002442861946936578,0
吃面,0.0002439377122475898,-1
交运,0.0002439377122475898,0
预判,0.00024254378246331787,0
三板,0.00024184681757118189,0
精选,0.00024184681757118189,0
03,0.00024149833512511392,0
事件,0.00024114985267904593,0
王,0.00024080137023297794,0
长三角,0.00024010440534084196,0
池,0.000239407440448706,0
泰永,0.000239407440448706,0
高度,0.00023905895800263802,0
创业,0.00023871047555657003,0
找,0.00023871047555657003,0
富士康,0.00023871047555657003,0
几天,0.00023731654577229807,0
感谢,0.00023731654577229807,0
特斯拉,0.00023661958088016212,0
苹果,0.0002348771686498222,0
上车,0.00023418020375768622,1
国资,0.00023418020375768622,0
旗帜鲜明,0.00023383172131161823,1
复牌,0.00023348323886555024,0
以上,0.00023313475641948225,0
交易日,0.00023313475641948225,0
加仓,0.0002324377915273463,1
炸板,0.0002320893090812783,-1
进口,0.0002320893090812783,0
大长,0.00023174082663521032,1
柔性,0.00023174082663521032,0
低开,0.00023139234418914233,0
正在,0.00023139234418914233,0
赵,0.00023104386174307434,0
工作,0.00023069537929700637,0
实现,0.00023034689685093838,0
产业链,0.0002296499319588024,0
天然气,0.0002296499319588024,0
顶级,0.00022930144951273441,0
表现,0.00022930144951273441,0
清仓,0.00022895296706666642,-1
更新,0.00022860448462059846,0
所有,0.00022790751972846248,0
40,0.0002275590372823945,0
城市,0.0002275590372823945,0
决定,0.0002272105548363265,0
来临,0.0002272105548363265,0
提前,0.0002268620723902585,0
图,0.00022616510749812256,0
弱势,0.00022616510749812256,-1
意思,0.00022581662505205457,0
真是,0.00022581662505205457,0
弱,0.00022581662505205457,-1
买点,0.0002251196601599186,1
粤港澳,0.0002251196601599186,0
超频,0.0002247711777138506,0
谨慎,0.00022407421282171465,-1
理解,0.00022372573037564666,0
09,0.00022372573037564666,0
完美,0.00022337724792957867,0
成都,0.00022302876548351068,0
厉害,0.0002226802830374427,0
波,0.0002226802830374427,0
主板,0.00022163483569923875,0
首板,0.00022128635325317076,0
出手,0.00022093787080710277,1
高潮,0.00022093787080710277,1
欢迎,0.00022024090591496679,0
博弈,0.00022024090591496679,0
06,0.00022024090591496679,0
进场,0.00021989242346889882,1
跳水,0.00021919545857676284,-1
物流,0.00021919545857676284,0
降准,0.00021919545857676284,0
腾讯,0.00021884697613069485,0
04,0.00021815001123855887,0
近端次,0.0002178015287924909,0
应对,0.00021710456390035493,0
大牛股,0.00021675608145428694,1
自贸区,0.00021640759900821895,0
中科,0.00021605911656215096,0
恐慌,0.00021605911656215096,-1
恒立,0.00021605911656215096,0
附股,0.000215710634116083,0
吹票,0.000215362151670015,0
早上,0.00021501366922394702,0
新龙头,0.00021466518677787903,1
看法,0.00021396822188574305,0
写,0.00021396822188574305,0
05,0.0002136197394396751,0
西部,0.0002129227745475391,0
反转,0.00021222580965540313,1
帮,0.00021152884476326715,0
飞,0.00021118036231719919,0
注册,0.0002108318798711312,0
低估,0.0002104833974250632,0
驱动,0.0002104833974250632,0
耐心,0.0002104833974250632,0
不好,0.0002104833974250632,-1
欣锐,0.00021013491497899522,0
错过,0.00020908946764079127,0
江苏,0.00020908946764079127,0
不错,0.00020874098519472328,0
一种,0.0002083925027486553,0
再度,0.0002083925027486553,0
坑,0.0002080440203025873,-1
明显,0.0002080440203025873,0
反思,0.00020734705541045133,-1
失败,0.00020665009051831537,-1
燃气,0.0002056046431801114,0
推进,0.0002056046431801114,0
节后,0.0002052561607340434,0
高开,0.0002052561607340434,0
日志,0.0002052561607340434,0
突然,0.00020490767828797545,0
估计,0.00020421071339583947,0
入市,0.00020421071339583947,0
贸易,0.00020421071339583947,0
整理,0.00020386223094977148,0
回归,0.00020386223094977148,1
刚刚,0.0002031652660576355,0
德新,0.0002031652660576355,0
巨头,0.0002031652660576355,0
屏,0.00020281678361156754,0
装备,0.00020246830116549955,0
完成,0.00020177133627336357,0
小散,0.00020177133627336357,0
1000,0.00020177133627336357,0
发帖,0.0002010743713812276,0
公布,0.0002010743713812276,0
一股,0.0002010743713812276,0
最佳,0.00020072588893515963,0
关税,0.00020072588893515963,0
观点,0.00020037740648909164,0
年报,0.00020037740648909164,0
要闻,0.00020002892404302365,0
十倍,0.00019968044159695566,1
V,0.00019933195915088767,0
永和,0.00019933195915088767,0
车,0.00019933195915088767,0
回来,0.00019898347670481968,0
应用,0.00019898347670481968,0
谈谈,0.00019898347670481968,0
出货,0.00019828651181268372,-1
光伏,0.00019793802936661573,0
2018.11,0.00019793802936661573,0
春天,0.00019758954692054775,0
猪肉,0.00019654409958234378,0
水平,0.00019654409958234378,0
割,0.00019654409958234378,-1
500,0.0001961956171362758,0
进行,0.0001961956171362758,0
升级,0.0001961956171362758,0
通产,0.0001961956171362758,0
同花顺,0.00019515016979807184,0
冲高,0.00019515016979807184,0
港股,0.00019480168735200385,0
起步,0.00019480168735200385,0
恒指,0.00019480168735200385,0
黑,0.00019480168735200385,0
解析,0.00019445320490593586,0
方法,0.0001937562400137999,0
联盟,0.0001937562400137999,0
亚夏,0.0001937562400137999,0
午后,0.00019340775756773192,0
子公司,0.00019340775756773192,0
收割,0.00019340775756773192,-1
杀跌,0.00019305927512166393,-1
爆,0.00019305927512166393,0
市,0.00019305927512166393,0
信仰,0.00019271079267559594,0
筹码,0.00019271079267559594,0
首批,0.00019236231022952795,0
确定,0.000191665345337392,0
60,0.000191316862891324,0
信托,0.000191316862891324,0
梦想,0.00019096838044525602,0
2000,0.00019096838044525602,0
精准,0.00019096838044525602,0
宣布,0.00019061989799918803,0
诞生,0.00019027141555312004,0
制药,0.00019027141555312004,0
十年,0.00018992293310705208,0
人造肉,0.0001892259682149161,0
心态,0.0001892259682149161,0
观察,0.0001888774857688481,0
生态,0.0001888774857688481,0
还要,0.0001888774857688481,0
远,0.0001888774857688481,0
亿美元,0.00018852900332278012,0
潜力,0.00018818052087671213,0
半路,0.00018783203843064417,0
回撤,0.00018783203843064417,-1
抢,0.00018748355598457618,0
2018.12,0.00018748355598457618,0
套利,0.00018713507353850819,0
想法,0.00018713507353850819,0
晚上,0.00018713507353850819,0
讯,0.0001867865910924402,0
回顾,0.0001864381086463722,0
笑,0.00018608962620030422,0
加油,0.00018574114375423625,0
冰点,0.00018574114375423625,-1
参考,0.00018574114375423625,0
变,0.00018539266130816826,0
收集,0.00018539266130816826,0
做好,0.00018504417886210027,0
到来,0.00018469569641603228,0
赢,0.0001839987315238963,1
长城,0.00018365024907782831,0
爱,0.00018330176663176035,0
做到,0.00018330176663176035,0
记,0.00018295328418569236,0
买进,0.00018260480173962437,1
房地产,0.00018260480173962437,0
全国,0.00018225631929355638,0
确认,0.00018225631929355638,0
交建,0.0001815593544014204,0
判断,0.00018121087195535244,0
变盘,0.00018121087195535244,0
为主,0.00018086238950928445,0
理由,0.00018086238950928445,0
形态,0.00018016542461714847,0
供应商,0.00017981694217108048,0
之路,0.00017981694217108048,0
教育,0.00017981694217108048,0
西安,0.0001794684597250125,0
归来,0.0001794684597250125,0
原来,0.00017877149483287654,0
卡位,0.00017877149483287654,0
丽星,0.00017877149483287654,0
寻找,0.00017842301238680855,0
发行,0.00017842301238680855,0
喜欢,0.00017807452994074056,0
中兴,0.00017807452994074056,0
哥,0.00017772604749467257,0
游戏,0.00017737756504860458,0
只能,0.00017668060015646863,0
研发,0.00017633211771040064,0
亏钱,0.00017598363526433265,-1
成交,0.00017598363526433265,0
低价股,0.00017598363526433265,0
起飞,0.00017563515281826466,1
200,0.00017563515281826466,0
休息,0.00017528667037219667,-1
合金,0.00017528667037219667,0
致敬,0.0001749381879261287,0
股海,0.00017458970548006071,0
a,0.00017458970548006071,0
论坛,0.00017424122303399272,0
昨日,0.00017424122303399272,0
站,0.00017424122303399272,0
梳理,0.00017389274058792473,0
这波,0.00017319577569578875,0
适合,0.00017319577569578875,0
当前,0.00017319577569578875,0
丨,0.00017319577569578875,0
比较,0.0001728472932497208,0
佛山,0.0001728472932497208,0
可控,0.0001724988108036528,0
借壳,0.0001724988108036528,0
关系,0.00017180184591151682,0
预增,0.00017180184591151682,0
篇,0.00017145336346544883,0
封,0.00017145336346544883,0
再现,0.00017110488101938084,0
上证指数,0.00017110488101938084,0
获,0.00017110488101938084,0
CDR,0.00017110488101938084,0
异动,0.0001704079161272449,0
财富,0.0001704079161272449,0
20%,0.0001700594336811769,0
路桥,0.0001700594336811769,0
上交所,0.0001697109512351089,0
华锋,0.0001697109512351089,0
探底,0.00016936246878904092,0
01,0.00016901398634297293,0
三年,0.00016831702145083698,0
服务,0.00016831702145083698,0
生活,0.000167620056558701,0
报,0.000167620056558701,0
金股,0.000167620056558701,0
盘后,0.000167620056558701,0
两大,0.000167620056558701,0
会议,0.000167620056558701,0
封板,0.000167620056558701,0
开发,0.00016692309166656502,0
庄股,0.00016657460922049703,0
熊,0.00016657460922049703,-1
中线,0.00016622612677442907,0
增持,0.00016622612677442907,0
互联,0.00016622612677442907,0
大会,0.00016587764432836108,0
